Hotspot_Name,Bird_Name
Taughannock Falls SP--Lakeshore E of Creek,Cooper's Hawk
Taughannock Falls SP--Lakeshore E of Creek,Lesser Black-backed Gull
Taughannock Falls SP--Lakeshore E of Creek,Snow Bunting
Taughannock Falls SP--Lakeshore E of Creek,Surf Scoter
Taughannock Falls SP--Lakeshore E of Creek,Northern Shoveler
Taughannock Falls SP--Lakeshore E of Creek,Black-and-white Warbler
Taughannock Falls SP--Lakeshore E of Creek,Great Crested Flycatcher
Taughannock Falls SP--Lakeshore E of Creek,Pine Warbler
Taughannock Falls SP--Lakeshore E of Creek,Merlin
Taughannock Falls SP--Lakeshore E of Creek,Green Heron
Taughannock Falls SP--Lakeshore E of Creek,Eastern Wood-Pewee
Taughannock Falls SP--Lakeshore E of Creek,Northern Parula
Taughannock Falls SP--Lakeshore E of Creek,Indigo Bunting
Taughannock Falls SP--Lakeshore E of Creek,White-throated Sparrow
Taughannock Falls SP--Lakeshore E of Creek,Northern Pintail
Taughannock Falls SP--Lakeshore E of Creek,large shorebird sp.
Taughannock Falls SP--Lakeshore E of Creek,Sharp-shinned Hawk
Taughannock Falls SP--Lakeshore E of Creek,woodpecker sp.
Taughannock Falls SP--Lakeshore E of Creek,Hooded Warbler
Taughannock Falls SP--Lakeshore E of Creek,Orchard Oriole
Taughannock Falls SP--Lakeshore E of Creek,American Pipit
Taughannock Falls SP--Lakeshore E of Creek,Pine Siskin
Taughannock Falls SP--Lakeshore E of Creek,passerine sp.
Taughannock Falls SP--Lakeshore E of Creek,American Tree Sparrow
Taughannock Falls SP--Lakeshore E of Creek,Arctic Tern
Taughannock Falls SP--Lakeshore E of Creek,Brown Pelican
Taughannock Falls SP--Lakeshore E of Creek,Tundra Swan
Taughannock Falls SP--Lakeshore E of Creek,American Coot
Taughannock Falls SP--Lakeshore E of Creek,Canvasback
Taughannock Falls SP--Lakeshore E of Creek,Ruddy Duck
Taughannock Falls SP--Lakeshore E of Creek,Mallard x American Black Duck (hybrid)
Taughannock Falls SP--Campground,Common Loon
Taughannock Falls SP--Campground,White-breasted Nuthatch
Taughannock Falls SP--Campground,Dark-eyed Junco
Taughannock Falls SP--Campground,Common Tern
Taughannock Falls SP--Campground,Belted Kingfisher
Taughannock Falls SP--Campground,Blue Jay
Taughannock Falls SP--Campground,American Crow
Taughannock Falls SP--Campground,Red-tailed Hawk
Taughannock Falls SP--Campground,Eastern Screech-Owl
Taughannock Falls SP--Campground,Scarlet Tanager
Taughannock Falls SP--Campground,Mallard
Taughannock Falls SP--Campground,Mourning Dove
Taughannock Falls SP--Campground,Red-bellied Woodpecker
Taughannock Falls SP--Campground,Yellow-throated Vireo
Taughannock Falls SP--Campground,Red-eyed Vireo
Taughannock Falls SP--Campground,Black-capped Chickadee
Taughannock Falls SP--Campground,American Robin
Taughannock Falls SP--Campground,Cedar Waxwing
Taughannock Falls SP--Campground,Common Grackle
Taughannock Falls SP--Campground,Northern Cardinal
Taughannock Falls SP--Campground,Chimney Swift
Taughannock Falls SP--Campground,Pine Warbler
Taughannock Falls SP--Campground,Canada Goose
Taughannock Falls SP--Campground,Northern Flicker
Taughannock Falls SP--Campground,Eastern Phoebe
Taughannock Falls SP--Campground,Ruby-crowned Kinglet
Taughannock Falls SP--Campground,Gray Catbird
Taughannock Falls SP--Campground,Northern Mockingbird
Taughannock Falls SP--Campground,Song Sparrow
Taughannock Falls SP--Campground,Hooded Merganser
Taughannock Falls SP--Campground,Herring Gull
Taughannock Falls SP--Campground,Caspian Tern
Taughannock Falls SP--Campground,Turkey Vulture
Taughannock Falls SP--Campground,Veery
Taughannock Falls SP--Campground,Red-winged Blackbird
Taughannock Falls SP--Campground,American Redstart
Taughannock Falls SP--Campground,Rose-breasted Grosbeak
Taughannock Falls SP--Campground,Indigo Bunting
Taughannock Falls SP--Campground,Osprey
Taughannock Falls SP--Campground,Hairy Woodpecker
Taughannock Falls SP--Campground,Barn Swallow
Taughannock Falls SP--Campground,Yellow-billed Cuckoo
Taughannock Falls SP--Campground,Downy Woodpecker
Taughannock Falls SP--Campground,Pileated Woodpecker
Taughannock Falls SP--Campground,Great Crested Flycatcher
Taughannock Falls SP--Campground,Hermit Thrush
Taughannock Falls SP--Campground,House Finch
Taughannock Falls SP--Campground,Baltimore Oriole
Taughannock Falls SP--Campground,Hooded Warbler
Taughannock Falls SP--Campground,Black-throated Green Warbler
Taughannock Falls SP--Campground,Red-breasted Merganser
Taughannock Falls SP--Campground,Worm-eating Warbler
Taughannock Falls SP--Campground,Bald Eagle
Taughannock Falls SP--Campground,Carolina Wren
Taughannock Falls SP--Campground,American Goldfinch
Taughannock Falls SP--North Point,Canada Goose
Taughannock Falls SP--North Point,Mallard
Taughannock Falls SP--North Point,Common Merganser
Taughannock Falls SP--North Point,Red-breasted Merganser
Taughannock Falls SP--North Point,Ring-billed Gull
Taughannock Falls SP--North Point,Herring Gull
Taughannock Falls SP--North Point,Downy Woodpecker
Taughannock Falls SP--North Point,American Crow
Taughannock Falls SP--North Point,Brown Creeper
Taughannock Falls SP--North Point,American Black Duck
Taughannock Falls SP--North Point,Great Black-backed Gull
Taughannock Falls SP--North Point,Red-bellied Woodpecker
Taughannock Falls SP--North Point,Golden-crowned Kinglet
Taughannock Falls SP--North Point,Mourning Dove
Taughannock Falls SP--North Point,Hooded Merganser
Taughannock Falls SP--North Point,Horned Grebe
Taughannock Falls SP--North Point,Double-crested Cormorant
Taughannock Falls SP--North Point,Belted Kingfisher
Taughannock Falls SP--North Point,Yellow-bellied Sapsucker
Taughannock Falls SP--North Point,Hairy Woodpecker
Taughannock Falls SP--North Point,Bald Eagle
Taughannock Falls SP--North Point,Osprey
Taughannock Falls SP--North Point,Northern Rough-winged Swallow
Taughannock Falls SP--North Point,Blue-gray Gnatcatcher
Taughannock Falls SP--North Point,European Starling
Taughannock Falls SP--North Point,Cedar Waxwing
Taughannock Falls SP--North Point,Red-winged Blackbird
Taughannock Falls SP--North Point,Common Grackle
Taughannock Falls SP--North Point,Northern Flicker
Taughannock Falls SP--North Point,Great Crested Flycatcher
Taughannock Falls SP--North Point,Warbling Vireo
Taughannock Falls SP--North Point,Red-eyed Vireo
Taughannock Falls SP--North Point,Black-capped Chickadee
Taughannock Falls SP--North Point,Purple Martin
Taughannock Falls SP--North Point,Barn Swallow
Taughannock Falls SP--North Point,Carolina Wren
Taughannock Falls SP--North Point,Gray Catbird
Taughannock Falls SP--North Point,American Robin
Taughannock Falls SP--North Point,American Goldfinch
Taughannock Falls SP--North Point,Chipping Sparrow
Taughannock Falls SP--North Point,Brown-headed Cowbird
Taughannock Falls SP--North Point,Great Blue Heron
Taughannock Falls SP--North Point,Song Sparrow
Taughannock Falls SP--North Point,Common Yellowthroat
Taughannock Falls SP--North Point,Northern Cardinal
Taughannock Falls SP--North Point,Wild Turkey
Taughannock Falls SP--North Point,Chimney Swift
Taughannock Falls SP--North Point,Killdeer
Taughannock Falls SP--North Point,Eastern Kingbird
Taughannock Falls SP--North Point,Northern Mockingbird
Taughannock Falls SP--North Point,Eastern Wood-Pewee
Taughannock Falls SP--North Point,Tree Swallow
Taughannock Falls SP--North Point,Eastern Bluebird
Taughannock Falls SP--North Point,Baltimore Oriole
Taughannock Falls SP--North Point,Black-and-white Warbler
Taughannock Falls SP--North Point,Yellow Warbler
Taughannock Falls SP--North Point,Common Tern
Taughannock Falls SP--North Point,Cape May Warbler
Taughannock Falls SP--North Point,Yellow-rumped Warbler
Taughannock Falls SP--North Point,Caspian Tern
Taughannock Falls SP--North Point,Red-tailed Hawk
Taughannock Falls SP--North Point,Eastern Phoebe
Taughannock Falls SP--North Point,Tufted Titmouse
Taughannock Falls SP--North Point,White-breasted Nuthatch
Taughannock Falls SP--North Point,House Wren
Taughannock Falls SP--North Point,Palm Warbler
Taughannock Falls SP--North Point,Common Loon
Taughannock Falls SP--North Point,Turkey Vulture
Taughannock Falls SP--North Point,Merlin
Taughannock Falls SP--North Point,Common Raven
Taughannock Falls SP--North Point,Common Goldeneye
Taughannock Falls SP--North Point,American Wigeon
Taughannock Falls SP--North Point,Mallard x American Black Duck (hybrid)
Taughannock Falls SP--North Point,gull sp.
Taughannock Falls SP--North Point,Lesser Black-backed Gull
Taughannock Falls SP--North Point,Wood Duck
Taughannock Falls SP--North Point,Blue Jay
Taughannock Falls SP--North Point,Larus sp.
Taughannock Falls SP--North Point,Scarlet Tanager
Taughannock Falls SP--North Point,Sterna sp.
Taughannock Falls SP--North Point,Rock Pigeon
Taughannock Falls SP--North Point,Spotted Sandpiper
Taughannock Falls SP--North Point,Pileated Woodpecker
Taughannock Falls SP--North Point,Yellow-throated Vireo
Taughannock Falls SP--North Point,Wood Thrush
Taughannock Falls SP--North Point,Dark-eyed Junco
Taughannock Falls SP--North Point,Ovenbird
Taughannock Falls SP--North Point,Bank Swallow
Taughannock Falls SP--North Point,Common/Forster's Tern
Taughannock Falls SP--North Point,House Sparrow
Taughannock Falls SP--North Point,Purple Finch
Taughannock Falls SP--North Point,Rose-breasted Grosbeak
Taughannock Falls SP--North Point,American Redstart
Taughannock Falls SP--North Point,duck sp.
Taughannock Falls SP--North Point,Bufflehead
Taughannock Falls SP--North Point,Gadwall
Taughannock Falls SP--North Point,Redhead
Taughannock Falls SP--North Point,Ring-necked Duck
Taughannock Falls SP--North Point,White-winged Scoter
Taughannock Falls SP--North Point,Brant
Taughannock Falls SP--North Point,Dunlin
Taughannock Falls SP--North Point,Cooper's Hawk
Taughannock Falls SP--North Point,American Kestrel
Taughannock Falls SP--North Point,Blue-winged Teal
Taughannock Falls SP--North Point,Red-necked Grebe
Taughannock Falls SP--North Point,shorebird sp.
Taughannock Falls SP--North Point,House Finch
Taughannock Falls SP--North Point,Bay-breasted Warbler
Taughannock Falls SP--North Point,Blackpoll Warbler
Taughannock Falls SP--North Point,warbler sp. (Parulidae sp.)
Taughannock Falls SP--North Point,Northern Pintail
Taughannock Falls SP--North Point,swallow sp.
Taughannock Falls SP--North Point,Eastern Screech-Owl
Taughannock Falls SP--North Point,Least Sandpiper
Taughannock Falls SP--North Point,Bonaparte's Gull
Taughannock Falls SP--North Point,Orchard Oriole
Taughannock Falls SP--North Point,Tennessee Warbler
Taughannock Falls SP--North Point,Greater/Lesser Scaup
Taughannock Falls SP--North Point,Long-tailed Duck
Taughannock Falls SP--North Point,Ruby-crowned Kinglet
Taughannock Falls SP--North Point,Pied-billed Grebe
Taughannock Falls SP--North Point,Snow Goose
Taughannock Falls SP--North Point,Red-throated Loon
Taughannock Falls SP--North Point,Mute Swan
Taughannock Falls SP--North Point,loon sp.
Taughannock Falls SP--North Point,waterfowl sp.
Taughannock Falls SP--North Point,grebe sp.
Taughannock Falls SP--North Point,Sharp-shinned Hawk
Taughannock Falls SP--North Point,American Coot
Taughannock Falls SP--North Point,White-throated Sparrow
Taughannock Falls SP--North Point,Cackling Goose
Taughannock Falls SP--North Point,passerine sp.
Taughannock Falls SP--North Point,Ruddy Duck
Taughannock Falls SP--North Point,Green-winged Teal
Taughannock Falls SP--North Point,Northern Shoveler
Taughannock Falls SP--North Point,Bobolink
Taughannock Falls SP--North Point,vireo sp.
Taughannock Falls SP--North Point,Pine Warbler
Taughannock Falls SP--North Point,Indigo Bunting
Taughannock Falls SP--North Point,Lesser Scaup
Taughannock Falls SP--North Point,Red Phalarope
Taughannock Falls SP--North Point,Eastern Towhee
Taughannock Falls SP--North Point,American Pipit
Taughannock Falls SP--North Point,Great Egret
Taughannock Falls SP--North Point,Peregrine Falcon
Taughannock Falls SP--North Point,dabbling duck sp.
Taughannock Falls SP--North Point,Greater Yellowlegs
Taughannock Falls SP--North Point,blackbird sp.
Taughannock Falls SP--North Point,scoter sp.
Taughannock Falls SP--North Point,Semipalmated Sandpiper
Taughannock Falls SP--North Point,Greater Scaup
Taughannock Falls SP--North Point,Northern Harrier
Taughannock Falls SP--North Point,Canvasback
Taughannock Falls SP--North Point,Tundra Swan
Taughannock Falls SP--North Point,Glaucous Gull
Taughannock Falls SP--North Point,Herring x Great Black-backed Gull (hybrid)
Taughannock Falls SP--North Point,Red-shouldered Hawk
Taughannock Falls SP--Gorge Trail,gull sp.
Taughannock Falls SP--Gorge Trail,Peregrine Falcon
Taughannock Falls SP--Gorge Trail,Mallard
Taughannock Falls SP--Gorge Trail,Great Black-backed Gull
Taughannock Falls SP--Gorge Trail,Bald Eagle
Taughannock Falls SP--Gorge Trail,Pileated Woodpecker
Taughannock Falls SP--Gorge Trail,American Crow
Taughannock Falls SP--Gorge Trail,Common Raven
Taughannock Falls SP--Gorge Trail,Canada Goose
Taughannock Falls SP--Gorge Trail,Ring-billed Gull
Taughannock Falls SP--Gorge Trail,Red-tailed Hawk
Taughannock Falls SP--Gorge Trail,Hairy Woodpecker
Taughannock Falls SP--Gorge Trail,American Goldfinch
Taughannock Falls SP--Gorge Trail,White-breasted Nuthatch
Taughannock Falls SP--Gorge Trail,Turkey Vulture
Taughannock Falls SP--Gorge Trail,Blue Jay
Taughannock Falls SP--Gorge Trail,Black-capped Chickadee
Taughannock Falls SP--Gorge Trail,Broad-winged Hawk
Taughannock Falls SP--Gorge Trail,Downy Woodpecker
Taughannock Falls SP--Gorge Trail,Carolina Wren
Taughannock Falls SP--Gorge Trail,Mourning Dove
Taughannock Falls SP--Gorge Trail,Belted Kingfisher
Taughannock Falls SP--Gorge Trail,Northern Flicker
Taughannock Falls SP--Gorge Trail,Red-eyed Vireo
Taughannock Falls SP--Gorge Trail,American Robin
Taughannock Falls SP--Gorge Trail,Cedar Waxwing
Taughannock Falls SP--Gorge Trail,Dark-eyed Junco
Taughannock Falls SP--Gorge Trail,Red-winged Blackbird
Taughannock Falls SP--Gorge Trail,Common Grackle
Taughannock Falls SP--Gorge Trail,Northern Cardinal
Taughannock Falls SP--Gorge Trail,Double-crested Cormorant
Taughannock Falls SP--Gorge Trail,Fish Crow
Taughannock Falls SP--Gorge Trail,Chipping Sparrow
Taughannock Falls SP--Gorge Trail,Song Sparrow
Taughannock Falls SP--Gorge Trail,Eastern Towhee
Taughannock Falls SP--Gorge Trail,Indigo Bunting
Taughannock Falls SP--Gorge Trail,Tufted Titmouse
Taughannock Falls SP--Gorge Trail,Northern Rough-winged Swallow
Taughannock Falls SP--Gorge Trail,Rock Pigeon
Taughannock Falls SP--Gorge Trail,Eastern Screech-Owl
Taughannock Falls SP--Gorge Trail,Bank Swallow
Taughannock Falls SP--Gorge Trail,Baltimore Oriole
Taughannock Falls SP--Gorge Trail,Eastern Kingbird
Taughannock Falls SP--Gorge Trail,Common Merganser
Taughannock Falls SP--Gorge Trail,Wild Turkey
Taughannock Falls SP--Gorge Trail,Great Blue Heron
Taughannock Falls SP--Gorge Trail,House Finch
Taughannock Falls SP--Gorge Trail,Osprey
Taughannock Falls SP--Gorge Trail,Eastern Phoebe
Taughannock Falls SP--Gorge Trail,Louisiana Waterthrush
Taughannock Falls SP--Gorge Trail,Herring Gull
Taughannock Falls SP--Gorge Trail,Red-breasted Merganser
Taughannock Falls SP--Gorge Trail,sparrow sp.
Taughannock Falls SP--Gorge Trail,Red-bellied Woodpecker
Taughannock Falls SP--Gorge Trail,Golden-crowned Kinglet
Taughannock Falls SP--Gorge Trail,Spotted Sandpiper
Taughannock Falls SP--Gorge Trail,Black-throated Green Warbler
Taughannock Falls SP--Gorge Trail,Eastern Wood-Pewee
Taughannock Falls SP--Gorge Trail,Veery
Taughannock Falls SP--Gorge Trail,crow/raven sp.
Taughannock Falls SP--Gorge Trail,Scarlet Tanager
Taughannock Falls SP--Gorge Trail,Tree Swallow
Taughannock Falls SP--Gorge Trail,Gray Catbird
Taughannock Falls SP--Gorge Trail,Great Crested Flycatcher
Taughannock Falls SP--Gorge Trail,Warbling Vireo
Taughannock Falls SP--Gorge Trail,Barn Swallow
Taughannock Falls SP--Gorge Trail,Wood Thrush
Taughannock Falls SP--Gorge Trail,Common Yellowthroat
Taughannock Falls SP--Gorge Trail,Rose-breasted Grosbeak
Taughannock Falls SP--Gorge Trail,Yellow-bellied Sapsucker
Taughannock Falls SP--Gorge Trail,European Starling
Taughannock Falls SP--Gorge Trail,Black Vulture
Taughannock Falls SP--Gorge Trail,duck sp.
Taughannock Falls SP--Gorge Trail,passerine sp.
Taughannock Falls SP--Gorge Trail,Cliff Swallow
Taughannock Falls SP--Gorge Trail,Chimney Swift
Taughannock Falls SP--Gorge Trail,Common Loon
Taughannock Falls SP--Gorge Trail,Yellow-throated Vireo
Taughannock Falls SP--Gorge Trail,swallow sp.
Taughannock Falls SP--Gorge Trail,American Black Duck
Taughannock Falls SP--Gorge Trail,Snow Goose
Taughannock Falls SP--Gorge Trail,Eastern Bluebird
Taughannock Falls SP--Gorge Trail,Semipalmated Plover
Taughannock Falls SP--Gorge Trail,Hooded Warbler
Taughannock Falls SP--Gorge Trail,Chestnut-sided Warbler
Taughannock Falls SP--Gorge Trail,Pine Warbler
Taughannock Falls SP--Gorge Trail,Purple Martin
Taughannock Falls SP--Gorge Trail,Brown-headed Cowbird
Taughannock Falls SP--Gorge Trail,White-throated Sparrow
Taughannock Falls SP--North Rim Trail,gull sp.
Taughannock Falls SP--North Rim Trail,Turkey Vulture
Taughannock Falls SP--North Rim Trail,Downy Woodpecker
Taughannock Falls SP--North Rim Trail,American Robin
Taughannock Falls SP--North Rim Trail,Red-tailed Hawk
Taughannock Falls SP--North Rim Trail,Red-bellied Woodpecker
Taughannock Falls SP--North Rim Trail,Pileated Woodpecker
Taughannock Falls SP--North Rim Trail,Blue Jay
Taughannock Falls SP--North Rim Trail,American Crow
Taughannock Falls SP--North Rim Trail,Tufted Titmouse
Taughannock Falls SP--North Rim Trail,Golden-crowned Kinglet
Taughannock Falls SP--North Rim Trail,Mallard
Taughannock Falls SP--North Rim Trail,Wild Turkey
Taughannock Falls SP--North Rim Trail,Ring-billed Gull
Taughannock Falls SP--North Rim Trail,Bald Eagle
Taughannock Falls SP--North Rim Trail,Eastern Phoebe
Taughannock Falls SP--North Rim Trail,Fish Crow
Taughannock Falls SP--North Rim Trail,Gray Catbird
Taughannock Falls SP--North Rim Trail,American Goldfinch
Taughannock Falls SP--North Rim Trail,Red-winged Blackbird
Taughannock Falls SP--North Rim Trail,Canada Goose
Taughannock Falls SP--North Rim Trail,Osprey
Taughannock Falls SP--North Rim Trail,Common Raven
Taughannock Falls SP--North Rim Trail,Cedar Waxwing
Taughannock Falls SP--North Rim Trail,Dark-eyed Junco
Taughannock Falls SP--North Rim Trail,Common Grackle
Taughannock Falls SP--North Rim Trail,Blackburnian Warbler
Taughannock Falls SP--North Rim Trail,Yellow-rumped Warbler
Taughannock Falls SP--North Rim Trail,Ruby-throated Hummingbird
Taughannock Falls SP--North Rim Trail,Killdeer
Taughannock Falls SP--North Rim Trail,Herring Gull
Taughannock Falls SP--North Rim Trail,Double-crested Cormorant
Taughannock Falls SP--North Rim Trail,Belted Kingfisher
Taughannock Falls SP--North Rim Trail,Great Crested Flycatcher
Taughannock Falls SP--North Rim Trail,Red-eyed Vireo
Taughannock Falls SP--North Rim Trail,Black-capped Chickadee
Taughannock Falls SP--North Rim Trail,Tree Swallow
Taughannock Falls SP--North Rim Trail,Barn Swallow
Taughannock Falls SP--North Rim Trail,House Finch
Taughannock Falls SP--North Rim Trail,Chipping Sparrow
Taughannock Falls SP--North Rim Trail,Worm-eating Warbler
Taughannock Falls SP--North Rim Trail,Black-throated Blue Warbler
Taughannock Falls SP--North Rim Trail,Black-throated Green Warbler
Taughannock Falls SP--North Rim Trail,Northern Cardinal
Taughannock Falls SP--North Rim Trail,Indigo Bunting
Taughannock Falls SP--North Rim Trail,White-breasted Nuthatch
Taughannock Falls SP--North Rim Trail,Great Blue Heron
Taughannock Falls SP--North Rim Trail,Northern Rough-winged Swallow
Taughannock Falls SP--North Rim Trail,Rose-breasted Grosbeak
Taughannock Falls SP--North Rim Trail,Downy/Hairy Woodpecker
Taughannock Falls SP--North Rim Trail,Northern Flicker
Taughannock Falls SP--North Rim Trail,Rock Pigeon
Taughannock Falls SP--North Rim Trail,Peregrine Falcon
Taughannock Falls SP--North Rim Trail,Pine Warbler
Taughannock Falls SP--North Rim Trail,Bank Swallow
Taughannock Falls SP--North Rim Trail,Hooded Warbler
Taughannock Falls SP--North Rim Trail,Common Merganser
Taughannock Falls SP--North Rim Trail,Chimney Swift
Taughannock Falls SP--North Rim Trail,Yellow-throated Vireo
Taughannock Falls SP--North Rim Trail,Yellow Warbler
Taughannock Falls SP--North Rim Trail,House Sparrow
Taughannock Falls SP--South Rim Trail,Snow Goose
Taughannock Falls SP--South Rim Trail,Canada Goose
Taughannock Falls SP--South Rim Trail,Common Merganser
Taughannock Falls SP--South Rim Trail,gull sp.
Taughannock Falls SP--South Rim Trail,Turkey Vulture
Taughannock Falls SP--South Rim Trail,Bald Eagle
Taughannock Falls SP--South Rim Trail,American Crow
Taughannock Falls SP--South Rim Trail,Black-capped Chickadee
Taughannock Falls SP--South Rim Trail,American Robin
Taughannock Falls SP--South Rim Trail,Blue Jay
Taughannock Falls SP--South Rim Trail,Wood Duck
Taughannock Falls SP--South Rim Trail,Rock Pigeon
Taughannock Falls SP--South Rim Trail,Mourning Dove
Taughannock Falls SP--South Rim Trail,Great Blue Heron
Taughannock Falls SP--South Rim Trail,Red-tailed Hawk
Taughannock Falls SP--South Rim Trail,Red-bellied Woodpecker
Taughannock Falls SP--South Rim Trail,Downy Woodpecker
Taughannock Falls SP--South Rim Trail,Hairy Woodpecker
Taughannock Falls SP--South Rim Trail,Northern Flicker
Taughannock Falls SP--South Rim Trail,Peregrine Falcon
Taughannock Falls SP--South Rim Trail,Eastern Wood-Pewee
Taughannock Falls SP--South Rim Trail,Eastern Phoebe
Taughannock Falls SP--South Rim Trail,Red-eyed Vireo
Taughannock Falls SP--South Rim Trail,Common Raven
Taughannock Falls SP--South Rim Trail,Tufted Titmouse
Taughannock Falls SP--South Rim Trail,Northern Rough-winged Swallow
Taughannock Falls SP--South Rim Trail,Gray Catbird
Taughannock Falls SP--South Rim Trail,Eastern Bluebird
Taughannock Falls SP--South Rim Trail,Veery
Taughannock Falls SP--South Rim Trail,Wood Thrush
Taughannock Falls SP--South Rim Trail,Cedar Waxwing
Taughannock Falls SP--South Rim Trail,American Goldfinch
Taughannock Falls SP--South Rim Trail,Dark-eyed Junco
Taughannock Falls SP--South Rim Trail,Eastern Towhee
Taughannock Falls SP--South Rim Trail,Common Yellowthroat
Taughannock Falls SP--South Rim Trail,American Redstart
Taughannock Falls SP--South Rim Trail,Northern Cardinal
Taughannock Falls SP--South Rim Trail,Indigo Bunting
Taughannock Falls SP--South Rim Trail,Ring-billed Gull
Taughannock Falls SP--South Rim Trail,White-breasted Nuthatch
Taughannock Falls SP--South Rim Trail,Carolina Wren
Taughannock Falls SP--South Rim Trail,European Starling
Taughannock Falls SP--South Rim Trail,Song Sparrow
Taughannock Falls SP--South Rim Trail,Brown-headed Cowbird
Taughannock Falls SP--South Rim Trail,Scarlet Tanager
Taughannock Falls SP--South Rim Trail,Pileated Woodpecker
Taughannock Falls SP--South Rim Trail,Warbling Vireo
Taughannock Falls SP--South Rim Trail,Tree Swallow
Taughannock Falls SP--South Rim Trail,Northern Mockingbird
Taughannock Falls SP--South Rim Trail,House Sparrow
Taughannock Falls SP--South Rim Trail,Red-winged Blackbird
Taughannock Falls SP--South Rim Trail,Great Crested Flycatcher
Taughannock Falls SP--South Rim Trail,Mallard
Taughannock Falls SP--South Rim Trail,Baltimore Oriole
Taughannock Falls SP--South Rim Trail,Blue-winged Warbler
Taughannock Falls SP--South Rim Trail,Magnolia Warbler
Taughannock Falls SP--South Rim Trail,Bay-breasted Warbler
Taughannock Falls SP--South Rim Trail,Chestnut-sided Warbler
Taughannock Falls SP--South Rim Trail,Black-throated Blue Warbler
Taughannock Falls SP--South Rim Trail,Palm Warbler
Taughannock Falls SP--South Rim Trail,Yellow-rumped Warbler
Taughannock Falls SP--South Rim Trail,Osprey
Taughannock Falls SP--South Rim Trail,Chipping Sparrow
Taughannock Falls SP--South Rim Trail,Herring Gull
Taughannock Falls SP--South Rim Trail,Yellow-bellied Sapsucker
Taughannock Falls SP--South Rim Trail,Ovenbird
Taughannock Falls SP--South Rim Trail,Pine Warbler
Taughannock Falls SP--South Rim Trail,Spotted Sandpiper
Taughannock Falls SP--South Rim Trail,Wild Turkey
Taughannock Falls SP--South Rim Trail,Yellow-throated Vireo
Taughannock Falls SP--South Rim Trail,Purple Martin
Taughannock Falls SP--South Rim Trail,Hooded Warbler
Taughannock Falls SP--South Rim Trail,Black-throated Green Warbler
Taughannock Falls SP--South Rim Trail,Blackpoll Warbler
